day,backend,strategy,logical_error_rate_mean,logical_error_rate_std,logical_error_rate_count,fano_factor_mean,avg_t1_us_mean,avg_t2_us_mean
8,ibm_osaka,drift_aware_full_stack,0.0001456358017764268,7.367176434541153e-05,9,0.8578837869750054,155.69160268617387,94.26426138516692
9,ibm_brisbane,baseline_static,0.0003594857464405405,0.000396254346712993,9,0.8347144961373264,141.4890666305885,81.78688997740602
9,ibm_brisbane,drift_aware_full_stack,0.00014189783749625278,7.656178139554815e-05,9,0.8527532203071189,146.80509006799744,78.9336331631859
9,ibm_kyoto,baseline_static,0.00023675769765398415,0.00021322086895879424,9,0.8512442447773367,167.95483802576598,101.67791389873193
9,ibm_kyoto,drift_aware_full_stack,0.00012214374600065493,4.436847256790656e-05,9,0.886269103735827,184.46500250596438,108.33594896371773
9,ibm_osaka,baseline_static,0.0002973525653511444,0.0003240616201221595,9,0.8410689652534059,163.0436919744592,88.10150116590869
9,ibm_osaka,drift_aware_full_stack,0.00012166968455885181,4.4088033569226373e-05,9,0.8680962194165622,162.29675508975197,83.48645919671628
10,ibm_brisbane,baseline_static,0.0003842477462144454,0.00042510961749893454,9,0.83068557928991,149.35634303518478,83.42993412776976
10,ibm_brisbane,drift_aware_full_stack,0.0001344660527448513,6.524758820720387e-05,9,0.8690989891404299,154.04079902149925,87.06720392743051
10,ibm_kyoto,baseline_static,0.0002672860528075215,0.00028338899696767533,9,0.8629038759496321,176.09130270850554,97.95679287087336
10,ibm_kyoto,drift_aware_full_stack,0.00012584629180927855,5.294981826888137e-05,9,0.8703491431931719,165.86874287082176,96.72020263383139
10,ibm_osaka,baseline_static,0.000363017470055669,0.00043263951251223747,9,0.8381821914067623,155.7446449707694,82.98333020212638
10,ibm_osaka,drift_aware_full_stack,0.000137342246263583,7.214455680739631e-05,9,0.8558708273238932,152.64088217255608,88.23629963447372
11,ibm_brisbane,baseline_static,0.0004070923958170537,0.000516369065378614,9,0.8283032033528109,143.06412493232781,80.66966840022823
11,ibm_brisbane,drift_aware_full_stack,0.00014649815128203194,9.136222698666739e-05,9,0.8553215403891895,142.33136009003192,78.84259513034829
11,ibm_kyoto,baseline_static,0.00026349228902844873,0.00025539156543116564,9,0.8556457052694252,170.25271279038031,102.49094796103219
11,ibm_kyoto,drift_aware_full_stack,0.00011712080753657674,3.4237981743706706e-05,9,0.8814941480649281,176.23453096105402,98.8070706820268
11,ibm_osaka,baseline_static,0.0002987062872828726,0.00029119122773445033,9,0.8483137015315028,162.82378924506025,90.9216127756467
11,ibm_osaka,drift_aware_full_stack,0.00012493049327973302,4.771903116081898e-05,9,0.8580871140466585,154.7036380771723,84.9014222052902
12,ibm_brisbane,baseline_static,0.00036467501700145587,0.00041049798132866846,9,0.8212486111115056,139.09027707835605,78.05721043396292
12,ibm_brisbane,drift_aware_full_stack,0.0001564120345260137,9.689637425150169e-05,9,0.8511464771564822,143.65626210620138,82.19109866264799
12,ibm_kyoto,baseline_static,0.00027772471323740905,0.000294351929084978,9,0.8572609875097298,174.92933849700253,101.42208291439145
12,ibm_kyoto,drift_aware_full_stack,0.00011172333642199046,2.3381351578507517e-05,9,0.8802184611897568,172.80199183408868,109.4394368147569
12,ibm_osaka,baseline_static,0.00041679972012047413,0.0006032879162851664,9,0.8321111187687511,149.0918668875582,95.2741797474089
12,ibm_osaka,drift_aware_full_stack,0.00014676912290962247,7.05620005099184e-05,9,0.8652031125083175,155.16291159441423,87.7573537213183
13,ibm_brisbane,baseline_static,0.0003522179285554991,0.00037278963492254764,9,0.8400553833476629,150.33032070837533,78.2064037499303
13,ibm_brisbane,drift_aware_full_stack,0.00013181070928644268,6.3197756077935e-05,9,0.854800906608659,146.12857170039857,79.77277075233832
13,ibm_kyoto,baseline_static,0.00026723605891222537,0.00025225457988364543,9,0.8542210961822587,172.59437382140243,95.00361722755069
13,ibm_kyoto,drift_aware_full_stack,0.00011932732216826151,4.008673782668656e-05,9,0.8865794229529712,177.1083101241812,96.88944987356854
13,ibm_osaka,baseline_static,0.000336312723121196,0.00035888155036169954,9,0.8373491645368278,161.18689312274222,96.87591093799381
13,ibm_osaka,drift_aware_full_stack,0.0001184228362166115,3.0133746088763027e-05,9,0.8642539725231785,153.56469361025154,93.90854582319338
14,ibm_brisbane,baseline_static,0.0004455415080895582,0.0005759368709800625,9,0.83680057166667,151.11146160173405,81.7055534376679
14,ibm_brisbane,drift_aware_full_stack,0.00014726212228877728,8.954207817909576e-05,9,0.8609836939897851,153.451356960638,79.20736026851989
14,ibm_kyoto,baseline_static,0.00027812479746682845,0.0003276956079047248,9,0.8603099598643011,180.24252677195602,97.48180296120981
14,ibm_kyoto,drift_aware_full_stack,0.00013005444597600572,6.575304676389136e-05,9,0.8772215773931114,175.53449095629637,97.76980302342366
14,ibm_osaka,baseline_static,0.00036262004866784067,0.00042206092696104935,9,0.8350500857761209,161.29225528615598,96.07868973404699
14,ibm_osaka,drift_aware_full_stack,0.00013823311522790535,8.683329595542229e-05,9,0.8557951627001107,152.04328705433727,87.29258380079656
