experiment,workload,seed,method,budget,search_cost_units,search_cost_modeled_s,wall_s,cfg_p,cfg_opt_iters,cfg_warm_start,cfg_shots,cfg_mitigation,cfg_compile_level,cfg_placement,quality_loss,delay_s,deadline_miss,infeasible,energy_j,money,cost_scalar,realized_fail,utility,utility_p10
exp1,qaoa,0,feasible_random,30.0,44.39999999999996,2.268752387929839,4.723122707917355,3,20,1,2048,0,1,remote_sim,0.0,0.099665203949076,0.0,0.0,1.2684320000000002,5.073728e-08,0.107278332813076,0.0,-0.013756149653152699,-0.01728125503817855
exp1,qaoa,0,joint_rf,30.0,42.0,158.0398362506666,0.8142535840161145,3,40,1,512,0,1,remote_sim,0.0,0.09775703609498995,0.0,0.0,1.2684320000000002,5.073728e-08,0.10537016495898996,0.0,-0.014318581876974448,-0.01812190838121389
exp1,qaoa,1,feasible_random,30.0,44.39999999999996,0.35745279664639384,0.10254362493287772,2,40,0,512,0,2,classical,0.053995897697301364,0.005455562233692035,0.0,0.0,0.04364449786953628,0.0,0.005717429220909253,0.0,-0.05472372188974215,-0.1765208611239054
exp1,qaoa,1,joint_rf,30.0,42.0,137.95751203740062,0.16425116697791964,1,40,1,512,1,0,remote_sim,0.001895796175983597,0.03836455629951947,0.0,0.0,1.256144,5.024576000000001e-08,0.04590393258751947,0.0,-0.011739773593507885,-0.012735210162311899
exp1,qaoa,2,feasible_random,30.0,44.39999999999996,0.3491336324391887,0.09793904097750783,3,20,1,128,0,0,classical,0.02471943889591107,0.005023802281357348,0.0,0.0,0.040190418250858784,0.0,0.0052649447908625,0.0,-0.025244855043915698,-0.02771534197545668
exp1,qaoa,2,joint_rf,30.0,42.0,47.91009211508073,0.1622888749698177,2,40,0,512,0,0,classical,0.02471943889591107,0.005345510580809787,0.0,0.0,0.042764084646478295,0.0,0.005602095088688656,0.0,-0.025277954288905714,-0.02764820647395658
exp1,qaoa,3,feasible_random,30.0,44.39999999999996,0.6624343729332394,0.07538449997082353,2,80,1,512,0,0,remote_sim,0.008869148906478722,0.05155793520845694,0.0,0.0,1.2622880000000003,5.049152e-08,0.059134187784456935,0.0,-0.019977224774399706,-0.055570964872190924
exp1,qaoa,3,joint_rf,30.0,42.0,87.13536934156608,0.2678952499991283,2,20,0,128,1,2,classical,0.06941228622115993,0.005238323501544073,0.0,0.1,0.041906588012352586,0.0,0.00548976302961819,0.0,-0.5700661710928111,-0.6983808897905304
exp1,qaoa,4,feasible_random,30.0,44.39999999999996,0.34882861453574165,0.09438091702759266,1,20,0,512,1,0,classical,0.05568648905199882,0.005153073725523427,0.0,0.0,0.04122458980418742,0.0,0.005400421264348551,0.0,-0.05628872214359837,-0.2851023707657141
exp1,qaoa,4,joint_rf,30.0,42.0,16.58597644375026,0.10496683302335441,1,80,1,2048,0,1,classical,0.05568648905199882,0.005106718745082617,0.0,0.0,0.040853749960660934,0.0,0.005351841244846582,0.0,-0.05628181259076156,-0.28509153214672495
exp1,qaoa,5,feasible_random,30.0,44.39999999999996,1.9708802838969974,0.08943954098504037,2,20,1,2048,0,2,remote_sim,0.0,0.23604833202221162,0.05,0.0,1.2622880000000003,5.049152e-08,0.24362458459821162,0.0,-0.12000173832511205,-0.03113242795823099
exp1,qaoa,5,joint_rf,30.0,42.0,565.0819559416894,0.21522075007669628,3,40,1,2048,0,0,remote_sim,0.0,0.046072908022211624,0.0,0.0,1.2684320000000002,5.073728e-08,0.05368603688621162,0.0,-0.009962187804698219,-0.011439198072691788
exp1,qaoa,6,feasible_random,30.0,44.39999999999996,2.5544247877985957,0.08948349999263883,1,80,1,128,0,0,classical,0.14991317047558095,0.005270469555398449,0.0,0.1,0.042163756443187594,0.0,0.005523452094057575,0.0,-0.6505181087529378,-0.7999192380470955
exp1,qaoa,6,joint_rf,30.0,42.0,165.47811206000472,0.240333209047094,1,20,1,2048,0,1,local_sim,0.0,0.148304,0.0,0.0,1.186432,0.0,0.15542259199999997,0.0,-0.014496722585515912,-0.022411638032795316
exp1,qaoa,7,feasible_random,30.0,44.39999999999996,0.6765089456197965,0.10895170806907117,2,80,1,2048,1,2,classical,0.016555898761720034,0.005050041509093717,0.0,0.0,0.040400332072749734,0.0,0.005292443501530216,0.0,-0.017091170006148692,-0.024588776739459667
exp1,qaoa,7,joint_rf,30.0,42.0,72.92752202178289,0.23266195808537304,2,20,1,2048,0,1,classical,0.016555898761720034,0.00526904160506092,0.0,0.0,0.04215233284048736,0.0,0.0055219556021038445,0.0,-0.017119973055057934,-0.02459030117490581
exp1,qaoa,8,feasible_random,30.0,44.39999999999996,0.34955565573647635,0.09769941691774875,3,80,1,2048,0,0,classical,0.06450418858972079,0.0050283747259527445,0.0,0.0,0.040226997807621956,0.0,0.005269736712798477,0.0,-0.06513212169450476,-0.20889495603564923
exp1,qaoa,8,joint_rf,30.0,42.0,371.3038064660354,0.2800859999842942,2,40,0,2048,1,1,classical,0.06450418858972079,0.005308198480634019,0.0,0.0,0.04246558784507215,0.0,0.005562992007704453,0.0,-0.06517237998635068,-0.20886310484976173
exp1,qaoa,9,feasible_random,30.0,44.39999999999996,0.3644313744222745,0.10704037500545382,1,40,0,128,0,1,classical,0.07235210489237658,0.006594155682250857,0.0,0.1,0.05275324545800686,0.0,0.006910675154998898,0.0,-0.5730786582591113,-0.729269744233178
exp1,qaoa,9,joint_rf,30.0,42.0,114.69870736469217,0.31242970807943493,1,20,1,2048,1,0,local_sim,0.0,0.108304,0.0,0.0,0.866432,0.0,0.11350259200000001,0.0,-0.011889786325493382,-0.01759198009673509
