seed,policy,windows,certificate_issued,dominant_selected_path,mean_interference,mean_backlog,dropped_demand,switch_rate,deadline_miss_rate,fallback_rate,action_loss
29,expected_loss,40,False,local_exact,0.16231431376705954,0.2103076081003871,4.197472809812851,0.0125,0.0,0.0,0.16231431376705954
29,empirical_chance,40,False,local_exact,0.16231431376705954,0.2103076081003871,4.197472809812851,0.0125,0.0,0.0,0.16231431376705954
29,rolling,40,False,local_exact,0.16231431376705954,0.2103076081003871,4.197472809812851,0.0125,0.0,0.0,0.16231431376705954
29,local_greedy,40,False,local_greedy,0.1834083424810396,0.21823496108080484,2.419679147363074,0.0125,0.0,0.0,0.1834083424810396
29,hindsight_oracle,40,False,local_greedy,0.16231431376705954,0.2103076081003871,4.197472809812851,0.0125,0.0,0.0,0.16231431376705954
30,capo_cert,40,True,local_exact,0.2722029456416199,1.017054869809296,28.77601600978334,0.00625,0.0,0.0,0.2722029456416199
30,expected_loss,40,False,local_exact,0.2722029456416199,1.017054869809296,28.77601600978334,0.00625,0.0,0.0,0.2722029456416199
30,empirical_chance,40,False,local_exact,0.2722029456416199,1.017054869809296,28.77601600978334,0.00625,0.0,0.0,0.2722029456416199
30,rolling,40,False,local_exact,0.2722029456416199,1.017054869809296,28.77601600978334,0.00625,0.0,0.0,0.2722029456416199
30,local_greedy,40,False,local_greedy,0.27266196363023587,1.0138740480690813,28.77601600978334,0.00625,0.0,0.0,0.27266196363023587
30,hindsight_oracle,40,False,local_greedy,0.2722029456416199,1.017054869809296,28.77601600978334,0.00625,0.0,0.0,0.2722029456416199
31,capo_cert,40,True,local_exact,0.3512682544566691,1.7664484926653081,76.48857775069985,0.00625,0.0,0.0,0.3512682544566691
31,expected_loss,40,False,local_exact,0.3512682544566691,1.7664484926653081,76.48857775069985,0.00625,0.0,0.0,0.3512682544566691
31,empirical_chance,40,False,local_exact,0.3512682544566691,1.7664484926653081,76.48857775069985,0.00625,0.0,0.0,0.3512682544566691
