policy,action_loss,interference,backlog,dropped,switches,violations,fallback
capo_cert,0.29504731580857424,0.29504731580857424,1.1386215541086193,33.40584658164452,0.017122395833333335,0.0,0.0
empirical_chance,0.29504731580857424,0.29504731580857424,1.1386215541086193,33.40584658164452,0.017122395833333335,0.0,0.0
expected_loss,0.29504731580857424,0.29504731580857424,1.1386215541086193,33.40584658164452,0.017122395833333335,0.0,0.0
hindsight_oracle,0.29504731580857424,0.29504731580857424,1.1386215541086193,33.40584658164452,0.017122395833333335,0.0,0.0
local_greedy,0.30826631118198083,0.30826631118198083,1.158402406403764,36.64587236745815,0.010416666666666666,0.0,0.0
rolling,0.29504731580857424,0.29504731580857424,1.1386215541086193,33.40584658164452,0.017122395833333335,0.0,0.0
