experiment,workload,seed,method,budget,search_cost_units,search_cost_modeled_s,wall_s,cfg_p,cfg_opt_iters,cfg_warm_start,cfg_shots,cfg_mitigation,cfg_compile_level,cfg_placement,quality_loss,delay_s,deadline_miss,infeasible,energy_j,money,cost_scalar,realized_fail,utility,utility_p10
exp1,qaoa,0,random,30.0,42.0,61.49372559261608,5.1247906249482185,2,40,1,128,0,1,classical,0.0683137051478892,0.004838458320591599,0.0,0.0,0.03870766656473279,0.0,0.005070704319979994,0.0,-0.06887009277458928,-0.1324835216170883
exp1,qaoa,0,sequential,30.0,42.00000000000002,90.7509057549216,0.4085667079780251,2,40,1,128,0,1,remote_sim,0.06663036837100919,0.09978678043901802,0.0,0.0,1.2622880000000003,5.049152e-08,0.10736303301501801,0.0,-0.08155480200561985,-0.20548063012038179
exp1,qaoa,0,joint_bo,30.0,42.0,96.95911646254774,0.5696406669449061,3,80,1,128,1,0,local_sim,0.06663036837100919,0.30491199999999996,0.0,0.0,2.4392959999999997,0.0,0.31954777600000006,0.0,-0.10354320338629723,-0.2303366163259177
exp1,qaoa,0,joint_mf,30.0,44.16,626.3438942874996,0.2629845410119742,3,40,1,2048,0,0,remote_sim,0.0,0.059665203949076,0.0,0.0,1.2684320000000002,5.073728e-08,0.067278332813076,0.0,-0.011316912534034693,-0.013704214483840634
exp1,qaoa,0,accuracy_only,30.0,33.0,469.4963261181127,0.6588164169806987,3,80,1,128,1,0,qpu_A,0.09851425797892265,2.7512637246991383,0.55,0.0,5.384,0.001152,2.8411677246991376,0.0,-1.4771803461589657,-2.68774452049959
exp1,qaoa,0,hand_designed,30.0,0.0,0.0,0.15245983400382102,1,40,0,512,0,1,qpu_A,0.011529996549130037,9.229060825149666,1.0,0.9,220.48000000000002,0.061439999999999995,13.623940825149665,0.1,-11.508810955140742,-12.644593203265055
exp1,qaoa,0,always_simulator,30.0,0.0,0.0,0.15092749998439103,1,40,0,512,0,1,local_sim,0.005764998274565019,3.982159999999999,0.8,0.0,31.857279999999992,0.0,4.173303680000001,0.0,-2.0810144907013166,-2.6101407436407262
exp1,qaoa,0,classical_only,30.0,0.0,0.0,0.02094791701529175,1,40,0,512,0,1,classical,0.0683137051478892,0.005079375550849363,0.0,0.0,0.040635004406794906,0.0,0.0053231855772901335,0.0,-0.06889865270792242,-0.1325430469454358
exp1,qaoa,0,oracle_placement,30.0,0.0,0.0,0.0,3,80,1,128,1,0,classical,0.0683137051478892,0.005086167016997933,0.0,0.0,0.04068933613598347,0.0,0.005330303033813834,0.0,-0.0688974948990986,-0.1325194132942939
exp1,qaoa,1,random,30.0,42.0,609.8169539354808,0.14163429103791714,3,80,0,2048,1,0,classical,0.053995897697301364,0.004932271549478173,0.0,0.0,0.039458172395825386,0.0,0.005169020583853125,0.0,-0.05465254181359723,-0.17624378497580048
exp1,qaoa,1,sequential,30.0,42.00000000000002,672.1348273579177,2.3694824168924242,3,80,0,128,1,2,local_sim,0.0737635579828432,23.79296,1.0,0.4,190.34368,0.0,24.935022080000003,0.0,-6.773273164720775,-9.831419608846685
exp1,qaoa,1,joint_bo,30.0,42.0,65.99956351128486,0.1702633750392124,3,40,1,128,1,1,remote_sim,0.04801023743244635,0.12883518262381108,0.05,0.0,1.2684320000000002,5.073728e-08,0.13644831148781109,0.05,-0.16240170130915216,-0.23673432084012025
exp1,qaoa,1,joint_mf,30.0,44.16,57.556010277981684,0.12080429098568857,2,40,0,512,0,1,classical,0.053995897697301364,0.004980541329132393,0.0,0.0,0.039844330633059144,0.0,0.0052196073129307475,0.0,-0.05465964564852342,-0.17627327332028045
exp1,qaoa,1,accuracy_only,30.0,33.0,335.4373895465095,0.4264345420524478,2,40,1,2048,1,2,local_sim,0.0,0.39660799999999996,0.05,0.0,3.1728639999999997,0.0,0.415645184,0.0,-0.142703654970968,-0.061457150087523824
exp1,qaoa,1,hand_designed,30.0,0.0,0.0,0.15439791698008776,1,40,0,512,0,1,qpu_A,0.007583184703934388,7.768169735430111,0.8,0.85,220.48000000000002,0.061439999999999995,12.16304973543011,0.1,-10.74598943888662,-12.112348009748654
exp1,qaoa,1,always_simulator,30.0,0.0,0.0,0.1523431249661371,1,40,0,512,0,1,local_sim,0.003791592351967194,3.982159999999999,0.8,0.0,31.857279999999992,0.0,4.173303680000001,0.0,-2.089969301599833,-2.5799188803162
exp1,qaoa,1,classical_only,30.0,0.0,0.0,0.021280416985973716,1,40,0,512,0,1,classical,0.053995897697301364,0.005142718873685226,0.0,0.0,0.04114175098948181,0.0,0.005389569379622117,0.0,-0.05468087509117238,-0.17628437419856882
exp1,qaoa,1,oracle_placement,30.0,0.0,0.0,0.0,3,40,1,128,1,1,classical,0.053995897697301364,0.0049977817689068615,0.0,0.0,0.03998225415125489,0.0,0.00523767529381439,0.0,-0.054660570786914685,-0.1762644932061188
