workload,seed,rival,du,incremental_search_s,n_be
qaoa_channel,7,sequential,0.031020765164269902,0.0,0.0
qaoa_channel,8,sequential,8.389305352200088e-05,0.0,0.0
qaoa_channel,9,sequential,1.6237357650803963,0.0,0.0
qaoa_channel,10,sequential,2.966521163414025,0.0,0.0
qaoa_channel,11,sequential,7.0008762140000725e-06,15.544146286392632,2220314.402261258
qaoa_place,0,sequential,-0.3175007753909773,6.2489242427253515,inf
qaoa_place,1,sequential,6.681542586961141,0.0,0.0
qaoa_place,2,sequential,18.884834286321464,0.0,0.0
qaoa_place,3,sequential,-0.0587072006735682,57.996178135514484,inf
qaoa_place,4,sequential,0.020498201503144697,0.0,0.0
qaoa_place,5,sequential,0.0906282613413004,91.1785665447608,1006.0721147610675
qaoa_place,6,sequential,0.10746250666082771,0.0,0.0
qaoa_place,7,sequential,0.09244180047666478,102.35768100769188,1107.2661986233184
qaoa_place,8,sequential,1.4713235540808611e-05,62.92549732337034,4276795.348571717
qaoa_place,9,sequential,1.1678334673218969,0.0,0.0
qaoa_place,10,sequential,2.9391150767226675,0.0,0.0
qaoa_place,11,sequential,-8.52174677219708e-06,0.0,inf
vqc,0,sequential,-0.032495354302733204,6.1767405933956026,inf
vqc,1,sequential,-0.0019607827638232073,4.608352366633751,inf
vqc,2,sequential,-0.09578730081825268,10.183651650145348,inf
vqc,3,sequential,-0.0360373056908114,1.1481038469524707,inf
vqc,4,sequential,-0.01689934856163519,4.137473171958441,inf
vqc,5,sequential,0.019707020837327713,0.0,0.0
vqc,6,sequential,-0.007500000000000007,0.06234411140533602,inf
vqc,7,sequential,0.023375167492162008,1.0060057477809217,43.03737066775022
vqc,8,sequential,-0.033006802569737606,6.044415151491281,inf
vqc,9,sequential,0.0018749999999999878,0.0,0.0
vqc,10,sequential,-0.04984478045462429,0.0,inf
vqc,11,sequential,-0.07969798415930374,4.218425814585007,inf
vqc_cancer,0,sequential,-0.005669587720453201,5.70659507103292,inf
vqc_cancer,1,sequential,-0.0131249498199335,0.0,inf
vqc_cancer,2,sequential,-9.102771131350162e-05,7.894253115639939,inf
vqc_cancer,3,sequential,0.04735050054244741,0.0,0.0
vqc_cancer,4,sequential,-0.004485579365294298,4.420052885243352,inf
vqc_cancer,5,sequential,0.013522107266198596,0.0,0.0
vqc_cancer,6,sequential,0.0091439661855931,0.0800679227653367,8.756366891588991
vqc_cancer,7,sequential,0.0,0.6449689625632491,inf
vqc_cancer,8,sequential,-0.0191037033926469,3.2947848874432486,inf
