experiment,workload,seed,method,budget,search_cost_units,search_cost_modeled_s,wall_s,cfg_n_qubits,cfg_layers,cfg_reupload,cfg_train_iters,cfg_lr,cfg_shots,cfg_mitigation,cfg_compile_level,cfg_placement,quality_loss,delay_s,deadline_miss,infeasible,energy_j,money,cost_scalar,realized_fail,utility,utility_p10,window,oracle_utility,regret,config_id,u_fid0,u_fid1,u_fid2,u_fid3
exp1,vqc,4,hand_designed,30.0,0.0,0.0,0.5752672919770703,4.0,2.0,0.0,60.0,0.05,512.0,0.0,1.0,qpu_A,0.244375,0.16916994243423983,0.0,0.0,5.5120000000000005,0.0015359999999999998,0.2790419424342398,0.0,-0.36677811887005213,-0.3805012028930117,,,,,,,,
exp1,vqc,4,always_simulator,30.0,0.0,0.0,0.5471675000153482,4.0,2.0,0.0,60.0,0.05,512.0,0.0,1.0,local_sim,0.2425,0.00025600000000000004,0.0,0.0,0.0020480000000000003,0.0,0.00026828800000000004,0.0,-0.242528469574754,-0.25003830480607686,,,,,,,,
exp1,vqc,4,classical_only,30.0,0.0,0.0,0.011230083066038787,4.0,2.0,0.0,60.0,0.05,512.0,0.0,1.0,classical,0.1875,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1876151802631581,-0.18765168703806384,,,,,,,,
exp1,vqc,4,oracle_placement,30.0,0.0,0.0,0.0,6.0,2.0,1.0,60.0,0.15,512.0,1.0,2.0,classical,0.1875,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1876151802631581,-0.18765168703806384,,,,,,,,
exp1,vqc,5,random,30.0,42.0,5.2356425354131435,3.2221206249669194,6.0,2.0,0.0,60.0,0.15,512.0,1.0,2.0,local_sim,0.09812499999999999,0.0015359999999999998,0.0,0.0,0.012287999999999999,0.0,0.0016097280000000002,0.0,-0.09831370011286361,-0.1002434299802121,,,,,,,,
exp1,vqc,5,sequential,30.0,42.00000000000002,9.348919825186364,3.430769208003767,6.0,1.0,1.0,30.0,0.15,2048.0,0.0,1.0,remote_sim,0.12562500000000001,0.08162171180910455,0.0,0.0,9.599999999999999e-05,3.84e-12,0.08162228800110456,0.05,-0.12989572095019133,-0.11776179652997672,,,,,,,,
exp1,vqc,5,joint_bo,30.0,42.0,7.587079099837975,2.5254347919253632,6.0,2.0,0.0,60.0,0.05,128.0,0.0,0.0,local_sim,0.11000000000000003,0.0015359999999999998,0.0,0.0,0.012287999999999999,0.0,0.0016097280000000002,0.0,-0.11018870011286366,-0.12518992954726355,,,,,,,,
exp1,vqc,5,joint_mf,30.0,44.16,1.7636506552102684,0.24198650009930134,6.0,2.0,0.0,120.0,0.15,128.0,1.0,1.0,classical,0.175,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1751239161515069,-0.1751596083371604,,,,,,,,
exp1,vqc,5,accuracy_only,30.0,33.0,11.245205235578032,2.4093167079845443,6.0,1.0,0.0,30.0,0.15,2048.0,1.0,1.0,qpu_A,0.10625000000000002,1.4375610202717926,0.3,0.15,11.144000000000002,0.018432,2.426025020271793,0.0,-2.543150149107032,-6.208599230975325,,,,,,,,
exp1,vqc,5,hand_designed,30.0,0.0,0.0,0.5855172920273617,4.0,2.0,0.0,60.0,0.05,512.0,0.0,1.0,qpu_A,0.2675,0.31126747172162605,0.05,0.0,5.5120000000000005,0.0015359999999999998,0.4211394717216261,0.0,-0.4970913647314261,-0.42701293677549806,,,,,,,,
exp1,vqc,5,always_simulator,30.0,0.0,0.0,0.5322592499433085,4.0,2.0,0.0,60.0,0.05,512.0,0.0,1.0,local_sim,0.265625,0.00025600000000000004,0.0,0.0,0.0020480000000000003,0.0,0.00026828800000000004,0.0,-0.2656551638639203,-0.2875232834887445,,,,,,,,
exp1,vqc,5,classical_only,30.0,0.0,0.0,0.009047041996382177,4.0,2.0,0.0,60.0,0.05,512.0,0.0,1.0,classical,0.175,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1751239161515069,-0.1751596083371604,,,,,,,,
exp1,vqc,5,oracle_placement,30.0,0.0,0.0,0.0,6.0,2.0,0.0,60.0,0.05,128.0,0.0,0.0,local_sim,0.11000000000000003,0.0015359999999999998,0.0,0.0,0.012287999999999999,0.0,0.0016097280000000002,0.0,-0.11018870011286366,-0.12518992954726355,,,,,,,,
exp2,vqc,0,ablate_full,,42.0,,,6.0,3.0,0.0,120.0,0.15,512.0,1.0,0.0,remote_sim,0.3175,0.0970439716815889,0.0,0.0,0.000144,5.7600000000000005e-12,0.0970448359695889,0.05,-0.3237921597001282,-0.3288140092478417,,,,,,,,
exp2,vqc,0,ablate_no_latency,,42.0,,,4.0,2.0,1.0,120.0,0.15,2048.0,0.0,1.0,local_sim,0.33375000000000005,0.0005120000000000001,0.0,0.0,0.004096000000000001,0.0,0.0005365760000000001,0.0,-0.3338030575173295,-0.3500398594195206,,,,,,,,
exp2,vqc,0,ablate_no_energy,,42.0,,,4.0,2.0,1.0,120.0,0.15,2048.0,0.0,1.0,remote_sim,0.33375000000000005,0.04628209901050569,0.0,0.0,3.2000000000000005e-05,1.2800000000000004e-12,0.04628229107450567,0.0,-0.33632499037482233,-0.35152670373731026,,,,,,,,
exp2,vqc,0,ablate_no_money,,42.0,,,6.0,3.0,0.0,120.0,0.05,512.0,1.0,2.0,local_sim,0.26812500000000006,0.002304,0.0,0.0,0.018432,0.0,0.002414592,0.0,-0.26838650896084976,-0.2753527698600009,,,,,,,,
exp2,vqc,0,ablate_no_failure,,42.0,,,4.0,3.0,1.0,30.0,0.05,2048.0,1.0,2.0,remote_sim,0.3175,0.04628216301050568,0.0,0.0,4.7999999999999994e-05,1.92e-12,0.04628245110650568,0.0,-0.32007508996701184,-0.3318112630632394,,,,,,,,
exp2,vqc,0,ablate_no_staleness,,42.0,,,6.0,1.0,0.0,120.0,0.15,128.0,0.0,2.0,local_sim,0.35437500000000005,0.0007679999999999999,0.0,0.0,0.006143999999999999,0.0,0.0008048640000000001,0.0,-0.3544621696536166,-0.37508921445947013,,,,,,,,
exp2,vqc,1,ablate_full,,42.0,,,6.0,1.0,0.0,30.0,0.05,512.0,1.0,2.0,remote_sim,0.11875,0.023058045974985383,0.0,0.0,4.7999999999999994e-05,1.92e-12,0.023058334070985384,0.0,-0.1201700349813182,-0.12960321402876046,,,,,,,,
exp2,vqc,1,ablate_no_latency,,42.0,,,2.0,3.0,0.0,60.0,0.15,128.0,1.0,0.0,classical,0.1375,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1376241591280894,-0.1376606045089182,,,,,,,,
exp2,vqc,1,ablate_no_energy,,42.0,,,6.0,2.0,0.0,60.0,0.05,128.0,0.0,1.0,qpu_A,0.12375,0.12813150979686502,0.0,0.0,5.128,0.00038399999999999996,0.178099509796865,0.0,-0.1820652591787452,-0.20191533296854564,,,,,,,,
exp2,vqc,1,ablate_no_money,,42.0,,,2.0,3.0,1.0,60.0,0.15,512.0,1.0,2.0,classical,0.1375,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1376241591280894,-0.1376606045089182,,,,,,,,
exp2,vqc,1,ablate_no_failure,,42.0,,,6.0,2.0,0.0,60.0,0.05,2048.0,0.0,2.0,remote_sim,0.11875,0.02305823797498538,0.0,0.0,9.599999999999999e-05,3.84e-12,0.023058814166985377,0.0,-0.12017033499937713,-0.1271593465024089,,,,,,,,
exp2,vqc,1,ablate_no_staleness,,42.0,,,6.0,1.0,0.0,30.0,0.05,2048.0,0.0,1.0,local_sim,0.11875,0.0007679999999999999,0.0,0.0,0.006143999999999999,0.0,0.0008048640000000001,0.0,-0.11883455223555398,-0.1263730928724266,,,,,,,,
exp2,vqc,2,ablate_full,,42.0,,,2.0,2.0,1.0,120.0,0.05,2048.0,0.0,1.0,classical,0.15,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1501120781442339,-0.15013862396430436,,,,,,,,
exp2,vqc,2,ablate_no_latency,,42.0,,,2.0,1.0,1.0,60.0,0.15,512.0,1.0,1.0,classical,0.15,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1501120781442339,-0.15013862396430436,,,,,,,,
exp2,vqc,2,ablate_no_energy,,42.0,,,6.0,1.0,0.0,120.0,0.15,512.0,1.0,0.0,classical,0.15,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1501120781442339,-0.15013862396430436,,,,,,,,
exp2,vqc,2,ablate_no_money,,42.0,,,2.0,1.0,1.0,60.0,0.05,512.0,1.0,2.0,classical,0.15,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1501120781442339,-0.15013862396430436,,,,,,,,
exp2,vqc,2,ablate_no_failure,,42.0,,,6.0,3.0,0.0,120.0,0.05,128.0,0.0,0.0,classical,0.15,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1501120781442339,-0.15013862396430436,,,,,,,,
exp2,vqc,2,ablate_no_staleness,,42.0,,,6.0,1.0,0.0,30.0,0.15,128.0,1.0,1.0,classical,0.15,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1501120781442339,-0.15013862396430436,,,,,,,,
exp2,vqc,3,ablate_full,,42.0,,,4.0,3.0,0.0,30.0,0.05,128.0,0.0,1.0,local_sim,0.17250000000000001,0.00038399999999999996,0.0,0.0,0.0030719999999999996,0.0,0.00040243200000000004,0.0,-0.1725430252171484,-0.20003149913863708,,,,,,,,
exp2,vqc,3,ablate_no_latency,,42.0,,,4.0,3.0,1.0,120.0,0.15,2048.0,0.0,1.0,local_sim,0.15,0.0007679999999999999,0.0,0.0,0.006143999999999999,0.0,0.0008048640000000001,0.0,-0.15008605043429676,-0.16384932134869823,,,,,,,,
exp2,vqc,3,ablate_no_energy,,42.0,,,2.0,2.0,0.0,120.0,0.15,128.0,1.0,0.0,classical,0.1875,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.187613917233282,-0.18765932777218092,,,,,,,,
exp2,vqc,3,ablate_no_money,,42.0,,,4.0,3.0,0.0,120.0,0.05,512.0,1.0,1.0,local_sim,0.13875,0.00038399999999999996,0.0,0.0,0.0030719999999999996,0.0,0.00040243200000000004,0.0,-0.1387930252171484,-0.1388083942296891,,,,,,,,
exp2,vqc,3,ablate_no_failure,,42.0,,,6.0,2.0,1.0,120.0,0.05,2048.0,0.0,2.0,remote_sim,0.18000000000000002,0.03738062987594752,0.0,0.0,0.00019199999999999998,7.68e-12,0.03738178225994752,0.0,-0.18201776210254555,-0.19112339578592807,,,,,,,,
exp2,vqc,3,ablate_no_staleness,,42.0,,,4.0,2.0,1.0,120.0,0.15,512.0,1.0,2.0,remote_sim,0.19,0.033532586422660035,0.0,0.0,3.2000000000000005e-05,1.2800000000000004e-12,0.03353277848666003,0.0,-0.19211751192623755,-0.20336842298801522,,,,,,,,
exp2,vqc,4,ablate_full,,42.0,,,2.0,3.0,1.0,120.0,0.05,128.0,0.0,0.0,classical,0.1875,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1876151802631581,-0.18765168703806384,,,,,,,,
exp2,vqc,4,ablate_no_latency,,42.0,,,6.0,1.0,0.0,120.0,0.05,2048.0,1.0,0.0,remote_sim,0.205,0.032494184015388956,0.0,0.0,4.7999999999999994e-05,1.92e-12,0.03249447211138895,0.0,-0.20707211075694815,-0.2153961344320271,,,,,,,,
exp2,vqc,4,ablate_no_energy,,42.0,,,6.0,2.0,1.0,30.0,0.05,2048.0,0.0,1.0,classical,0.1875,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1876151802631581,-0.18765168703806384,,,,,,,,
exp2,vqc,4,ablate_no_money,,42.0,,,4.0,1.0,0.0,60.0,0.15,512.0,0.0,2.0,classical,0.1875,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1876151802631581,-0.18765168703806384,,,,,,,,
exp2,vqc,4,ablate_no_failure,,42.0,,,6.0,1.0,0.0,30.0,0.15,512.0,1.0,2.0,classical,0.1875,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1876151802631581,-0.18765168703806384,,,,,,,,
exp2,vqc,4,ablate_no_staleness,,42.0,,,2.0,2.0,1.0,60.0,0.05,2048.0,0.0,0.0,classical,0.1875,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1876151802631581,-0.18765168703806384,,,,,,,,
exp2,vqc,5,ablate_full,,42.0,,,6.0,3.0,0.0,60.0,0.05,2048.0,0.0,1.0,local_sim,0.12937499999999996,0.002304,0.0,0.0,0.018432,0.0,0.002414592,0.0,-0.1296580501692954,-0.137789770122011,,,,,,,,
exp2,vqc,5,ablate_no_latency,,42.0,,,6.0,1.0,1.0,60.0,0.05,128.0,1.0,1.0,qpu_B,0.12250000000000001,0.09057741681873124,0.0,0.0,5.384,0.00038399999999999996,0.14208141681873127,0.0,-0.18029873639481822,-0.1952256117972141,,,,,,,,
exp2,vqc,5,ablate_no_energy,,42.0,,,4.0,2.0,1.0,60.0,0.15,128.0,0.0,0.0,classical,0.175,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1751239161515069,-0.1751596083371604,,,,,,,,
exp2,vqc,5,ablate_no_money,,42.0,,,6.0,3.0,0.0,30.0,0.15,512.0,1.0,1.0,remote_sim,0.13000000000000003,0.08162190380910458,0.0,0.0,0.000144,5.7600000000000005e-12,0.08162276809710457,0.05,-0.13427102341770542,-0.11691923905034758,,,,,,,,
exp2,vqc,5,ablate_no_failure,,42.0,,,6.0,1.0,0.0,30.0,0.05,2048.0,0.0,2.0,remote_sim,0.12750000000000003,0.08162151980910458,0.0,0.0,4.7999999999999994e-05,1.92e-12,0.08162180790510458,0.05,-0.1317704184826772,-0.11776148909570738,,,,,,,,
exp2,vqc,5,ablate_no_staleness,,42.0,,,6.0,1.0,0.0,120.0,0.15,2048.0,0.0,2.0,remote_sim,0.14250000000000002,0.08162151980910458,0.0,0.0,4.7999999999999994e-05,1.92e-12,0.08162180790510458,0.05,-0.14677041848267722,-0.14027731627904702,,,,,,,,
exp3,vqc,0,single_snapshot,,,,,,,,,,,,,,0.33749999999999997,0.19658808614405743,0.0,0.0,0.000144,5.7600000000000005e-12,0.1965889504320574,0.16666666666666666,-0.35029565799476964,-0.44125412780567397,0.0,-0.2104406931941909,0.13985496480057874,,,,,
exp3,vqc,0,multi_env,,,,,,,,,,,,,,0.225,0.030757349138431134,0.0,0.0,2.4e-05,9.600000000000002e-13,0.030757493186431135,0.0,-0.2264458564974472,-0.2703169279870634,0.0,-0.2104406931941909,0.016005163303256298,,,,,
