workload,seed,regime,policy,candidate,placement,selection_risk,selection_risk_lcb,selection_risk_ucb,certified,action_loss,quality_loss,service_violation,delay_s,oracle_candidate,oracle_placement,oracle_action_loss,regret,qpu_selected,qpu_beneficial
qaoa_large,120,qpu_opportunity,capo_cert,4,qpu_B,0.03333333333333333,0.006560858240548781,0.09570264543915488,True,0.08092781253394968,0.011924320551258477,0.07,0.2836739090598537,4,qpu_B,0.08092781253394968,0.0,True,True
qaoa_large,120,qpu_opportunity,expected_loss,4,qpu_B,0.03333333333333333,0.006560858240548781,0.09570264543915488,True,0.08092781253394968,0.011924320551258477,0.07,0.2836739090598537,4,qpu_B,0.08092781253394968,0.0,True,True
qaoa_large,120,qpu_opportunity,empirical_chance,4,qpu_B,0.03333333333333333,0.006560858240548781,0.09570264543915488,True,0.08092781253394968,0.011924320551258477,0.07,0.2836739090598537,4,qpu_B,0.08092781253394968,0.0,True,True
qaoa_large,120,qpu_opportunity,deadline_threshold,2,qpu_A,0.19166666666666668,0.11359874539676086,0.2920429356671439,False,0.2692525030788459,0.013763067563272963,0.26,0.6038589163266525,4,qpu_B,0.08092781253394968,0.18832469054489623,True,True
qaoa_large,120,qpu_opportunity,classical_only,0,classical,0.43333333333333335,0.32488742828816064,0.54654882425361,False,0.5362542328029805,0.2034422772123585,0.5,0.005562952224863693,4,qpu_B,0.08092781253394968,0.4553264202690308,False,True
