workload,seed,winsor_floor,search_cost_units,utility,utility_p10,service_violation,quality_loss,delay_s
vqc_cancer,211,-4,33.0,-0.06228354090462327,-0.06748900992484941,0.0,0.05937500000000001,0.03984024413423464
vqc_cancer,211,-6,33.0,-0.06228354090462327,-0.06748900992484941,0.0,0.05937500000000001,0.03984024413423464
vqc_cancer,211,-10,33.0,-0.06228354090462327,-0.06748900992484941,0.0,0.05937500000000001,0.03984024413423464
vqc_cancer,211,none,33.0,-0.06228354090462327,-0.06748900992484941,0.0,0.05937500000000001,0.03984024413423464
vqc_cancer,212,-2,33.0,-0.06260933832610999,-0.0626423334474879,0.0,0.0625,0.0010000000000000002
vqc_cancer,212,-4,33.0,-0.06260933832610999,-0.0626423334474879,0.0,0.0625,0.0010000000000000002
vqc_cancer,212,-6,33.0,-0.06260933832610999,-0.0626423334474879,0.0,0.0625,0.0010000000000000002
vqc_cancer,212,-10,33.0,-0.06260933832610999,-0.0626423334474879,0.0,0.0625,0.0010000000000000002
vqc_cancer,212,none,33.0,-0.06260933832610999,-0.0626423334474879,0.0,0.0625,0.0010000000000000002
vqc_cancer,213,-2,33.0,-0.05011374632167639,-0.05015991306705507,0.0,0.050000000000000044,0.0010000000000000002
vqc_cancer,213,-4,33.0,-0.05011374632167639,-0.05015991306705507,0.0,0.050000000000000044,0.0010000000000000002
vqc_cancer,213,-6,33.0,-0.05011374632167639,-0.05015991306705507,0.0,0.050000000000000044,0.0010000000000000002
vqc_cancer,213,-10,33.0,-0.05011374632167639,-0.05015991306705507,0.0,0.050000000000000044,0.0010000000000000002
vqc_cancer,213,none,33.0,-0.05011374632167639,-0.05015991306705507,0.0,0.050000000000000044,0.0010000000000000002
vqc_cancer,214,-2,33.0,-0.05080663657572049,-0.05150248275072906,0.0,0.05062500000000003,0.0015359999999999998
vqc_cancer,214,-4,33.0,-0.05080663657572049,-0.05150248275072906,0.0,0.05062500000000003,0.0015359999999999998
vqc_cancer,214,-6,33.0,-0.05080663657572049,-0.05150248275072906,0.0,0.05062500000000003,0.0015359999999999998
vqc_cancer,214,-10,33.0,-0.05080663657572049,-0.05150248275072906,0.0,0.05062500000000003,0.0015359999999999998
vqc_cancer,214,none,33.0,-0.05080663657572049,-0.05150248275072906,0.0,0.05062500000000003,0.0015359999999999998
vqc_cancer,215,-2,33.0,-0.08760858254049372,-0.08765111092316172,0.0,0.0875,0.0010000000000000002
vqc_cancer,215,-4,33.0,-0.08760858254049372,-0.08765111092316172,0.0,0.0875,0.0010000000000000002
vqc_cancer,215,-6,33.0,-0.08760858254049372,-0.08765111092316172,0.0,0.0875,0.0010000000000000002
vqc_cancer,215,-10,33.0,-0.08760858254049372,-0.08765111092316172,0.0,0.0875,0.0010000000000000002
vqc_cancer,215,none,33.0,-0.08760858254049372,-0.08765111092316172,0.0,0.0875,0.0010000000000000002
