experiment,workload,seed,method,budget,search_cost_units,search_cost_modeled_s,cfg_p,cfg_opt_iters,cfg_warm_start,cfg_shots,cfg_mitigation,cfg_compile_level,cfg_placement,quality_loss,delay_s,deadline_miss,infeasible,energy_j,money,cost_scalar,realized_fail,utility,utility_p10,size,eval_wall_s,search_wall_s
exp7,qaoa,2,random,60.0,72.0,339.8177640215804,1.0,20.0,1.0,512.0,0.0,0.0,remote_sim,0.0002821695812763505,0.03558437237310394,0.0,0.0,1.256144,5.024576000000001e-08,0.043123748661103946,0.0,-0.009760225821965392,-0.011536667581406281,,,
exp7,qaoa,2,joint_bo,60.0,72.0,100.70740394656315,2.0,80.0,1.0,512.0,0.0,2.0,classical,0.02471943889591107,0.005500332918018103,0.0,0.0,0.04400266334414482,0.0,0.005764348898082971,0.0,-0.02529525281878897,-0.02769845662716127,,,
exp7,qaoa,2,joint_mf,60.0,72.72000000000014,155.0904782375381,2.0,80.0,1.0,2048.0,0.0,0.0,remote_sim,0.0,0.037257973541353545,0.0,0.0,1.2622880000000003,5.049152e-08,0.04483422611735355,0.0,-0.010252423455064975,-0.011383531554478033,,,
exp7,qaoa,3,random,10.0,24.0,6.82098594167267,2.0,20.0,0.0,512.0,1.0,0.0,classical,0.06941228622115993,0.005338707793271169,0.0,0.1,0.04270966234616935,0.0,0.005594965767348186,0.0,-0.5700770137392458,-0.698356632344271,,,
exp7,qaoa,3,joint_bo,10.0,24.0,132.87030390176633,3.0,40.0,1.0,512.0,1.0,1.0,classical,0.06941228622115993,0.005718385858926922,0.0,0.1,0.04574708687141538,0.0,0.005992868380155414,0.0,-0.5701239209246833,-0.6984294853853639,,,
exp7,qaoa,3,joint_mf,10.0,24.0,4.094268939493637,1.0,40.0,1.0,512.0,0.0,0.0,classical,0.06941228622115993,0.005664728436386213,0.0,0.1,0.0453178274910897,0.0,0.005936635401332751,0.0,-0.570118612245214,-0.6983839546670606,,,
exp7,qaoa,3,random,60.0,72.0,296.74780538334863,2.0,20.0,1.0,2048.0,0.0,0.0,remote_sim,0.0,0.051906684445127214,0.0,0.0,1.2622880000000003,5.049152e-08,0.059482937021127204,0.0,-0.010958764163796542,-0.01236145027882221,,,
exp7,qaoa,3,joint_bo,60.0,72.0,965.4605245599474,1.0,80.0,1.0,512.0,1.0,0.0,local_sim,0.01597447902692546,0.108304,0.0,0.0,0.866432,0.0,0.11350259200000001,0.0,-0.028717813063765273,-0.061684171675570526,,,
exp7,qaoa,3,joint_mf,60.0,72.72000000000014,464.31309836567306,1.0,20.0,1.0,2048.0,1.0,0.0,remote_sim,0.0,0.05188210844512721,0.0,0.0,1.256144,5.024576000000001e-08,0.059421484733127194,0.0,-0.010920256497155943,-0.012322509192846916,,,
exp7,qaoa,4,random,10.0,24.0,16.23043298703532,1.0,40.0,0.0,128.0,0.0,2.0,classical,0.05568648905199882,0.005588770814938471,0.0,0.0,0.044710166519507766,0.0,0.005857031814055517,0.0,-0.05633495799756562,-0.28513910590335295,,,
